step,t,dt,vmax,rho_min,rho_avg,rho_max,err_avg_pct,p_min,p_avg,p_max,neigh_min,neigh_avg,neigh_max
106,0.021199999999999983,0.0002,0.8411399577348001,769.4689205087283,953.1813814416362,1010.0000001582396,-4.681861855836398,0.0,15.299400714485314,1931.546236730445,5,9.291428571428572,11
107,0.02139999999999998,0.0002,0.8411599577348001,768.5935104666779,952.9540846406419,1010.0000000045227,-4.704591535935808,0.0,43.700256664994775,2893.3438288017405,5,9.291428571428572,11
108,0.02159999999999998,0.0002,0.8411799577348001,767.7174646992754,952.7287452115727,1010.0000000001521,-4.727125478842722,0.0,18.19275933087764,1878.036351392331,5,9.291428571428572,11
109,0.02179999999999998,0.0002,0.8411999577348002,766.8408172137313,952.5062794796045,1010.0000000002588,-4.7493720520395435,0.0,43.07959302326146,3502.5437918011935,5,9.291428571428572,11
110,0.021999999999999978,0.0002,0.8412199577348002,765.9636017992509,952.2873656554015,1010.0000005893786,-4.771263434459856,0.0,450.0552741328801,18033.299488242836,5,9.291428571428572,11
111,0.022199999999999977,0.0002,0.8412399577348002,765.0858520192722,952.074152558918,1010.0000010023095,-4.792584744108198,0.0,471.52278740834913,22171.250330727933,5,9.291428571428572,11
112,0.022399999999999975,0.0002,0.8412599577348002,764.2076012037606,951.8651885480938,1010.0000000003366,-4.813481145190627,0.0,88.10351591424934,6337.86931333905,5,9.291428571428572,11
113,0.022599999999999974,0.0002,0.8412799577348002,763.3288824415549,951.656794369092,1010.0000000250991,-4.834320563090796,0.0,72.9260085879393,3357.0374267865222,5,9.268571428571429,11
114,0.022799999999999973,0.0002,0.8412999577348003,762.449728572771,951.4491015565186,1010.000000008553,-4.855089844348162,0.0,57.3169408226904,2572.098752235655,5,9.268571428571429,11
115,0.022999999999999972,0.0002,0.8413199577348003,761.5701721812652,951.2435474413783,1010.0000000000256,-4.875645255862182,0.0,4.287929830058494,519.0239257323171,5,9.268571428571429,11
116,0.02319999999999997,0.0002,0.8413399577348003,760.6902455871559,951.040142778469,1010.0000000061987,-4.895985722153114,0.0,33.82537220063459,2658.7456603710407,5,9.268571428571429,11
117,0.02339999999999997,0.0002,0.8413599577348003,759.8099808394084,950.8385962207017,1010.0000000001785,-4.916140377929815,0.0,20.335927211588356,1409.7594491307384,5,9.268571428571429,11
118,0.023599999999999968,0.0002,0.8413799577348003,758.9294097084802,950.6381433382526,1010.000000040146,-4.936185666174741,0.0,65.48632432657416,5423.02706050028,5,9.314285714285715,11
119,0.023799999999999967,0.0002,0.8413999577348004,758.0485636790357,950.4378046319135,1010.0000000100115,-4.95621953680865,0.0,83.06193013670917,5769.975794808936,5,9.314285714285715,11
120,0.023999999999999966,0.0002,0.8414199577348004,757.1674739427257,950.2368415454647,1010.0000000119373,-4.976315845453535,0.0,143.5726254664116,14136.90648820673,5,9.314285714285715,11
121,0.024199999999999965,0.0002,0.8414399577348004,756.2861713910316,950.0327760822878,1010.0000002036354,-4.996722391771219,0.0,120.13323314453031,5987.600957712753,5,9.405714285714286,11
122,0.024399999999999963,0.0002,0.8414599577348004,755.4046866081845,949.8334009508012,1010.0000002749916,-5.016659904919882,0.0,104.0101113509057,6983.770998132931,5,9.405714285714286,11
123,0.024599999999999962,0.0002,0.8414799577348004,754.5230498641528,949.6359969287296,1010.0000000517128,-5.0364003071270345,0.0,66.10369590754391,3903.736494164576,5,9.405714285714286,11
124,0.02479999999999996,0.0002,0.8414999577348005,753.6412911077,949.4402339423006,1010.0000000000466,-5.0559766057699465,0.0,19.219445816161095,849.448240512703,5,9.417142857142856,11
125,0.02499999999999996,0.0002,0.8415199577348005,752.7594399595192,949.2451012380423,1010.000000194367,-5.075489876195759,0.0,73.71611548115372,4661.13121474762,5,9.417142857142856,11
126,0.02519999999999996,0.0002,0.8415399577348005,751.8775257054418,949.0478791347693,1010.0000000801584,-5.095212086523067,0.0,106.81392300242746,7256.001895922807,5,9.428571428571429,11
127,0.025399999999999957,0.0002,0.8415599577348005,750.9955772897196,948.8490698834008,1010.0000000581714,-5.115093011659912,0.0,66.71504363120947,1911.5171584205916,5,9.428571428571429,11
128,0.025599999999999956,0.0002,0.8415799577348005,750.1136233083868,948.6512360128008,1010.0000000043759,-5.134876398719906,0.0,166.08659157662228,7257.3151009017965,5,9.44,11
129,0.025799999999999955,0.0002,0.8415999577348006,749.2316920026997,948.4491265306042,1010.0000012701329,-5.155087346939578,0.0,698.0404990709808,32410.65056897223,5,9.451428571428572,11
130,0.025999999999999954,0.0002,0.8416199577348006,748.3498112526524,948.2467283373584,1010.0000000056922,-5.175327166264157,0.0,50.57583775740655,1606.8470676154272,5,9.451428571428572,11
131,0.026199999999999952,0.0002,0.8416399577348006,747.4680085705797,948.0469917143831,1010.0000000093248,-5.195300828561688,0.0,198.72209084047353,11681.755137114998,5,9.451428571428572,11
132,0.02639999999999995,0.0002,0.8416599577348006,746.5863110948311,947.8429197843712,1010.0000000577933,-5.215708021562883,0.0,251.25993411442332,18081.72785999977,5,9.451428571428572,11
133,0.02659999999999995,0.0002,0.8416799577348006,745.704745583537,947.6301702266985,1010.000000066443,-5.236982977330159,0.0,145.48900978139287,4433.124334813932,5,9.451428571428572,11
