step,t,name,p,vx,vy,vz
10020,2.004000,inlet,0.000000,0.000000,0.000000,0.000000
10020,2.004000,outlet,7291.795864,0.003755,-0.000641,-0.005450
10020,2.004000,mid,7434.279317,0.002638,-0.000702,-0.002815
10030,2.006000,inlet,0.000000,-0.000033,-0.001782,-0.000899
10030,2.006000,outlet,7293.915894,0.003735,-0.000645,-0.005371
10030,2.006000,mid,7434.279511,0.002631,-0.000702,-0.002704
10040,2.008000,inlet,73.086078,0.000264,-0.001850,-0.001040
10040,2.008000,outlet,7296.068114,0.003724,-0.000664,-0.005289
10040,2.008000,mid,7434.279700,0.002622,-0.000709,-0.002591
10050,2.010000,inlet,0.000000,0.000000,0.000000,0.000000
10050,2.010000,outlet,7298.235750,0.003708,-0.000693,-0.005189
10050,2.010000,mid,7434.279885,0.002604,-0.000722,-0.002502
10060,2.012000,inlet,0.000000,0.000000,0.000000,0.000000
10060,2.012000,outlet,7300.414794,0.003685,-0.000713,-0.005037
10060,2.012000,mid,7434.280066,0.002606,-0.000713,-0.002414
10070,2.014000,inlet,0.000000,0.000000,0.000000,0.000000
10070,2.014000,outlet,7302.611487,0.003667,-0.000710,-0.004936
10070,2.014000,mid,7434.280242,0.002588,-0.000725,-0.002305
10080,2.016000,inlet,0.000000,0.000000,0.000000,0.000000
10080,2.016000,outlet,7304.808887,0.003649,-0.000757,-0.004741
10080,2.016000,mid,7434.280413,0.002579,-0.000731,-0.002199
10090,2.018000,inlet,7434.283382,0.000271,-0.001868,-0.000984
10090,2.018000,outlet,7307.254581,0.003628,-0.000791,-0.004605
10090,2.018000,mid,7434.280580,0.002562,-0.000740,-0.002090
10100,2.020000,inlet,0.000000,0.000000,0.000000,0.000000
10100,2.020000,outlet,7310.523051,0.003623,-0.000802,-0.004576
10100,2.020000,mid,7434.280741,0.002551,-0.000753,-0.001966
10110,2.022000,inlet,0.000000,0.000072,-0.001799,-0.000850
10110,2.022000,outlet,7313.719799,0.003612,-0.000818,-0.004457
10110,2.022000,mid,7434.280898,0.002540,-0.000754,-0.001881
10120,2.024000,inlet,0.000000,-0.000236,-0.001668,-0.001174
10120,2.024000,outlet,7316.945510,0.003591,-0.000825,-0.004280
10120,2.024000,mid,7434.281050,0.002524,-0.000758,-0.001795
10130,2.026000,inlet,7434.283382,0.000631,-0.002127,-0.001055
10130,2.026000,outlet,7320.241055,0.003579,-0.000830,-0.004245
10130,2.026000,mid,7434.281196,0.002510,-0.000773,-0.001694
10140,2.028000,inlet,0.000000,0.000000,0.000000,0.000000
10140,2.028000,outlet,7323.601122,0.003553,-0.000846,-0.003984
10140,2.028000,mid,7434.281336,0.002505,-0.000783,-0.001583
10150,2.030000,inlet,0.000000,0.000200,-0.001784,-0.000907
10150,2.030000,outlet,7326.989869,0.003547,-0.000887,-0.003930
10150,2.030000,mid,7434.281472,0.002486,-0.000805,-0.001461
10160,2.032000,inlet,7434.283382,0.000199,-0.001764,-0.000928
10160,2.032000,outlet,7330.421091,0.003541,-0.000879,-0.003894
10160,2.032000,mid,7434.281602,0.002480,-0.000808,-0.001364
10170,2.034000,inlet,0.000000,0.000530,-0.002132,-0.001064
10170,2.034000,outlet,7333.904089,0.003531,-0.000876,-0.003831
10170,2.034000,mid,7434.281728,0.002454,-0.000819,-0.001254
10180,2.036000,inlet,0.000000,0.000190,-0.001748,-0.000942
10180,2.036000,outlet,7337.337187,0.003508,-0.000867,-0.003645
10180,2.036000,mid,7434.281848,0.002449,-0.000807,-0.001170
10190,2.038000,inlet,7434.283382,0.000342,-0.001867,-0.000974
10190,2.038000,outlet,7339.815566,0.003484,-0.000866,-0.003549
10190,2.038000,mid,7434.281962,0.002431,-0.000804,-0.001089
10200,2.040000,inlet,0.000000,-0.000014,-0.001653,-0.000968
10200,2.040000,outlet,7341.611120,0.003481,-0.000861,-0.003458
10200,2.040000,mid,7434.282071,0.002427,-0.000812,-0.000997
10210,2.042000,inlet,0.000000,0.000000,0.000000,0.000000
10210,2.042000,outlet,7343.404661,0.003460,-0.000877,-0.003312
10210,2.042000,mid,7434.282175,0.002409,-0.000820,-0.000895
10220,2.044000,inlet,0.000000,0.000000,0.000000,0.000000
10220,2.044000,outlet,7345.242481,0.003451,-0.000880,-0.003277
10220,2.044000,mid,7434.282273,0.002396,-0.000848,-0.000785
10230,2.046000,inlet,0.000000,0.000000,0.000000,0.000000
10230,2.046000,outlet,7347.101825,0.003438,-0.000892,-0.003183
10230,2.046000,mid,7434.282368,0.002386,-0.000854,-0.000698
10240,2.048000,inlet,0.000000,-0.000230,-0.001677,-0.000665
10240,2.048000,outlet,7348.975190,0.003428,-0.000912,-0.003045
10240,2.048000,mid,7434.282458,0.002391,-0.000850,-0.000641
10250,2.050000,inlet,0.000000,0.000000,0.000000,0.000000
10250,2.050000,outlet,7350.858622,0.003420,-0.000904,-0.003000
10250,2.050000,mid,7434.282542,0.002369,-0.000852,-0.000558
10260,2.052000,inlet,0.000000,-0.000055,-0.001690,-0.000745
10260,2.052000,outlet,7352.744640,0.003409,-0.000879,-0.002886
10260,2.052000,mid,7434.282622,0.002352,-0.000856,-0.000475
10270,2.054000,inlet,0.000000,0.000000,0.000000,0.000000
10270,2.054000,outlet,7354.639359,0.003394,-0.000817,-0.002776
10270,2.054000,mid,7434.282696,0.002332,-0.000879,-0.000397
10280,2.056000,inlet,0.000000,0.000000,0.000000,0.000000
10280,2.056000,outlet,7356.538892,0.003356,-0.000877,-0.002509
10280,2.056000,mid,7434.282766,0.002325,-0.000861,-0.000313
10290,2.058000,inlet,0.000000,0.000000,0.000000,0.000000
10290,2.058000,outlet,7358.465091,0.003357,-0.000881,-0.002461
10290,2.058000,mid,7434.282830,0.002314,-0.000848,-0.000217
10300,2.060000,inlet,7434.283382,0.000220,-0.001691,-0.000818
10300,2.060000,outlet,7360.393465,0.003356,-0.000849,-0.002417
10300,2.060000,mid,7434.282890,0.002287,-0.000862,-0.000131
10310,2.062000,inlet,0.000000,0.000000,0.000000,0.000000
10310,2.062000,outlet,7362.329288,0.003340,-0.000823,-0.002402
10310,2.062000,mid,7434.282945,0.002281,-0.000848,-0.000063
10320,2.064000,inlet,7434.283382,0.000172,-0.001715,-0.000810
10320,2.064000,outlet,7364.264846,0.003317,-0.000819,-0.002240
10320,2.064000,mid,7434.282995,0.002282,-0.000837,-0.000013
10330,2.066000,inlet,7434.283382,0.000634,-0.002080,-0.000833
10330,2.066000,outlet,7366.242167,0.003306,-0.000795,-0.002218
10330,2.066000,mid,7434.283042,0.002270,-0.000829,0.000049
10340,2.068000,inlet,1580.737606,0.000093,-0.001689,-0.000870
10340,2.068000,outlet,7368.240366,0.003303,-0.000778,-0.002115
10340,2.068000,mid,7434.283084,0.002271,-0.000817,0.000103
10350,2.070000,inlet,7434.283382,0.000125,-0.001726,-0.000818
10350,2.070000,outlet,7370.258549,0.003297,-0.000710,-0.002048
10350,2.070000,mid,7434.283123,0.002251,-0.000821,0.000184
10360,2.072000,inlet,0.000000,0.000000,0.000000,0.000000
10360,2.072000,outlet,7372.263252,0.003282,-0.000741,-0.001910
10360,2.072000,mid,7434.283159,0.002242,-0.000806,0.000231
10370,2.074000,inlet,0.000000,0.000000,0.000000,0.000000
10370,2.074000,outlet,7374.288663,0.003272,-0.000695,-0.001910
10370,2.074000,mid,7434.283191,0.002202,-0.000836,0.000252
10380,2.076000,inlet,0.000000,0.000000,0.000000,0.000000
10380,2.076000,outlet,7376.342906,0.003269,-0.000637,-0.001860
10380,2.076000,mid,7434.283219,0.002217,-0.000780,0.000313
10390,2.078000,inlet,0.000000,0.000091,-0.001709,-0.000755
10390,2.078000,outlet,7378.419977,0.003264,-0.000581,-0.001844
10390,2.078000,mid,7434.283244,0.002214,-0.000750,0.000369
10400,2.080000,inlet,7434.283382,0.000199,-0.001761,-0.000759
10400,2.080000,outlet,7380.515132,0.003257,-0.000558,-0.001807
10400,2.080000,mid,7434.283266,0.002207,-0.000729,0.000418
10410,2.082000,inlet,0.000000,0.000000,0.000000,0.000000
10410,2.082000,outlet,7382.627316,0.003245,-0.000507,-0.001754
10410,2.082000,mid,7434.283286,0.002202,-0.000708,0.000462
10420,2.084000,inlet,0.000000,-0.000110,-0.001625,-0.000622
10420,2.084000,outlet,7384.760713,0.003243,-0.000482,-0.001717
10420,2.084000,mid,7434.283303,0.002190,-0.000694,0.000494
10430,2.086000,inlet,0.000000,-0.000000,-0.001682,-0.000643
10430,2.086000,outlet,7386.907374,0.003227,-0.000477,-0.001578
10430,2.086000,mid,7434.283317,0.002191,-0.000659,0.000508
10440,2.088000,inlet,0.000000,0.000000,0.000000,0.000000
10440,2.088000,outlet,7389.072888,0.003215,-0.000434,-0.001508
10440,2.088000,mid,7434.283330,0.002176,-0.000656,0.000561
10450,2.090000,inlet,0.000000,-0.000118,-0.001608,-0.000633
10450,2.090000,outlet,7391.246831,0.003216,-0.000377,-0.001567
10450,2.090000,mid,7434.283341,0.002165,-0.000641,0.000596
10460,2.092000,inlet,0.000000,-0.000146,-0.001608,-0.001026
10460,2.092000,outlet,7393.442420,0.003208,-0.000346,-0.001473
10460,2.092000,mid,7434.283350,0.002155,-0.000625,0.000631
10470,2.094000,inlet,0.000000,0.000000,0.000000,0.000000
10470,2.094000,outlet,7395.659492,0.003192,-0.000270,-0.001363
10470,2.094000,mid,7434.283358,0.002149,-0.000594,0.000664
10480,2.096000,inlet,0.000000,0.000000,0.000000,0.000000
10480,2.096000,outlet,7397.882002,0.003177,-0.000264,-0.001320
10480,2.096000,mid,7434.283364,0.002143,-0.000569,0.000713
10490,2.098000,inlet,0.000000,0.000147,-0.001744,-0.000742
10490,2.098000,outlet,7399.104508,0.003163,-0.000253,-0.001208
10490,2.098000,mid,7434.283369,0.002138,-0.000544,0.000749
10500,2.100000,inlet,0.000000,0.000000,0.000000,0.000000
10500,2.100000,outlet,7400.329503,0.003155,-0.000197,-0.001103
10500,2.100000,mid,7434.283373,0.002122,-0.000527,0.000787
10510,2.102000,inlet,0.000000,0.000000,0.000000,0.000000
10510,2.102000,outlet,7401.566644,0.003154,-0.000156,-0.001146
10510,2.102000,mid,7434.283376,0.002116,-0.000506,0.000829
10520,2.104000,inlet,0.000000,0.000000,0.000000,0.000000
10520,2.104000,outlet,7402.819225,0.003151,-0.000117,-0.001121
10520,2.104000,mid,7434.283378,0.002107,-0.000467,0.000856
10530,2.106000,inlet,0.000000,0.000000,0.000000,0.000000
10530,2.106000,outlet,7404.075151,0.003146,-0.000072,-0.001113
10530,2.106000,mid,7434.283380,0.002096,-0.000450,0.000899
10540,2.108000,inlet,0.000000,0.000000,0.000000,0.000000
10540,2.108000,outlet,7405.345098,0.003130,-0.000049,-0.001033
10540,2.108000,mid,7434.283381,0.002101,-0.000434,0.000902
10550,2.110000,inlet,0.000000,0.000000,0.000000,0.000000
10550,2.110000,outlet,7406.616823,0.003128,-0.000024,-0.001045
10550,2.110000,mid,7434.283382,0.002086,-0.000413,0.000938
10560,2.112000,inlet,0.000000,0.000000,0.000000,0.000000
10560,2.112000,outlet,7407.906441,0.003124,0.000024,-0.000998
10560,2.112000,mid,7434.283382,0.002077,-0.000380,0.000960
10570,2.114000,inlet,0.000000,0.000000,0.000000,0.000000
10570,2.114000,outlet,7409.062659,0.003109,0.000041,-0.000940
10570,2.114000,mid,7434.283382,0.002075,-0.000355,0.000988
10580,2.116000,inlet,0.000000,0.000119,-0.001678,-0.000641
10580,2.116000,outlet,7408.943854,0.003094,0.000066,-0.000893
10580,2.116000,mid,7434.283382,0.002060,-0.000340,0.001017
10590,2.118000,inlet,0.000000,0.000000,0.000000,0.000000
10590,2.118000,outlet,7408.826634,0.003078,0.000106,-0.000852
10590,2.118000,mid,7434.283382,0.002059,-0.000303,0.001036
10600,2.120000,inlet,0.000000,-0.000085,-0.001620,-0.000628
10600,2.120000,outlet,7408.709009,0.003077,0.000137,-0.000826
10600,2.120000,mid,7434.283382,0.002045,-0.000284,0.001063
10610,2.122000,inlet,0.000000,0.000003,-0.001605,-0.000605
10610,2.122000,outlet,7408.592578,0.003071,0.000173,-0.000825
10610,2.122000,mid,7434.283382,0.002037,-0.000260,0.001084
10620,2.124000,inlet,0.000000,0.000000,0.000000,0.000000
10620,2.124000,outlet,7408.475870,0.003065,0.000190,-0.000817
10620,2.124000,mid,7434.283382,0.002016,-0.000261,0.001082
10630,2.126000,inlet,0.000000,0.000000,0.000000,0.000000
10630,2.126000,outlet,7408.357845,0.003056,0.000219,-0.000819
10630,2.126000,mid,7434.283382,0.002019,-0.000220,0.001094
10640,2.128000,inlet,0.000000,0.000000,0.000000,0.000000
10640,2.128000,outlet,7408.239141,0.003043,0.000245,-0.000781
10640,2.128000,mid,7434.283382,0.002014,-0.000196,0.001115
10650,2.130000,inlet,0.000000,-0.000226,-0.001653,-0.000575
10650,2.130000,outlet,7408.121725,0.003031,0.000264,-0.000710
10650,2.130000,mid,7434.283382,0.001994,-0.000195,0.001107
10660,2.132000,inlet,0.000000,0.000000,0.000000,0.000000
10660,2.132000,outlet,7408.005981,0.003020,0.000292,-0.000732
10660,2.132000,mid,7434.283382,0.001994,-0.000158,0.001121
10670,2.134000,inlet,0.000000,0.000000,0.000000,0.000000
10670,2.134000,outlet,7407.891189,0.003010,0.000291,-0.000671
10670,2.134000,mid,7434.283382,0.001992,-0.000125,0.001128
10680,2.136000,inlet,7429.737747,0.000636,-0.002018,-0.000797
10680,2.136000,outlet,7407.772960,0.002986,0.000294,-0.000608
10680,2.136000,mid,7434.283382,0.001986,-0.000097,0.001128
10690,2.138000,inlet,0.000000,0.000213,-0.001661,-0.000647
10690,2.138000,outlet,7407.657793,0.002981,0.000308,-0.000606
10690,2.138000,mid,7434.283382,0.001982,-0.000083,0.001137
10700,2.140000,inlet,7434.283382,0.000339,-0.001664,-0.000682
10700,2.140000,outlet,7407.542351,0.002969,0.000352,-0.000596
10700,2.140000,mid,7434.283382,0.001967,-0.000077,0.001151
10710,2.142000,inlet,0.000000,0.000000,0.000000,0.000000
10710,2.142000,outlet,7407.427389,0.002965,0.000364,-0.000593
10710,2.142000,mid,7434.283382,0.001957,-0.000069,0.001151
10720,2.144000,inlet,0.000000,0.000000,0.000000,0.000000
10720,2.144000,outlet,7407.310363,0.002953,0.000367,-0.000538
10720,2.144000,mid,7434.283382,0.001951,-0.000049,0.001163
10730,2.146000,inlet,7434.283382,0.000195,-0.001626,-0.000606
10730,2.146000,outlet,7407.196021,0.002942,0.000379,-0.000467
10730,2.146000,mid,7434.283382,0.001946,-0.000026,0.001169
10740,2.148000,inlet,0.000000,0.000185,-0.000947,-0.000814
10740,2.148000,outlet,7407.085590,0.002938,0.000420,-0.000515
10740,2.148000,mid,7434.283382,0.001933,-0.000022,0.001178
10750,2.150000,inlet,0.000000,0.000000,0.000000,0.000000
10750,2.150000,outlet,7406.975149,0.002930,0.000448,-0.000524
10750,2.150000,mid,7434.283382,0.001949,0.000011,0.001176
10760,2.152000,inlet,0.000000,0.000000,0.000000,0.000000
10760,2.152000,outlet,7406.862253,0.002918,0.000468,-0.000499
10760,2.152000,mid,7434.283382,0.001932,0.000016,0.001185
10770,2.154000,inlet,0.000000,0.000000,0.000000,0.000000
10770,2.154000,outlet,7406.749724,0.002910,0.000479,-0.000482
10770,2.154000,mid,7434.283382,0.001920,0.000034,0.001192
10780,2.156000,inlet,7434.283382,0.000243,-0.001605,-0.000631
10780,2.156000,outlet,7406.637643,0.002897,0.000475,-0.000461
10780,2.156000,mid,7434.283382,0.001911,0.000046,0.001200
10790,2.158000,inlet,0.000000,0.000000,0.000000,0.000000
10790,2.158000,outlet,7406.524071,0.002887,0.000468,-0.000430
10790,2.158000,mid,7434.283382,0.001898,0.000053,0.001208
10800,2.160000,inlet,0.000000,-0.000139,-0.001526,-0.000483
10800,2.160000,outlet,7406.410659,0.002882,0.000472,-0.000451
10800,2.160000,mid,7434.283382,0.001892,0.000062,0.001218
10810,2.162000,inlet,0.000000,0.000181,-0.001618,-0.000580
10810,2.162000,outlet,7406.298916,0.002871,0.000489,-0.000436
10810,2.162000,mid,7434.283382,0.001887,0.000077,0.001220
10820,2.164000,inlet,7434.283382,0.000283,-0.001632,-0.000597
10820,2.164000,outlet,7406.184799,0.002865,0.000515,-0.000452
10820,2.164000,mid,7434.283382,0.001883,0.000087,0.001215
10830,2.166000,inlet,0.000000,0.000091,-0.001607,-0.000696
10830,2.166000,outlet,7406.070893,0.002863,0.000553,-0.000469
10830,2.166000,mid,7434.283382,0.001874,0.000095,0.001211
10840,2.168000,inlet,0.000000,0.000268,-0.001726,-0.000589
10840,2.168000,outlet,7405.958789,0.002848,0.000546,-0.000513
10840,2.168000,mid,7434.283382,0.001863,0.000100,0.001210
10850,2.170000,inlet,0.000000,0.000000,0.000000,0.000000
10850,2.170000,outlet,7405.847022,0.002836,0.000550,-0.000465
10850,2.170000,mid,7434.283382,0.001840,0.000089,0.001205
10860,2.172000,inlet,0.000000,0.000000,0.000000,0.000000
10860,2.172000,outlet,7405.734826,0.002828,0.000549,-0.000454
10860,2.172000,mid,7434.283382,0.001848,0.000124,0.001194
10870,2.174000,inlet,0.000000,0.000201,-0.001622,-0.000662
10870,2.174000,outlet,7405.623992,0.002816,0.000553,-0.000438
10870,2.174000,mid,7434.283382,0.001838,0.000125,0.001206
10880,2.176000,inlet,0.000000,0.000520,-0.001957,-0.000776
10880,2.176000,outlet,7405.514017,0.002806,0.000565,-0.000438
10880,2.176000,mid,7434.283382,0.001838,0.000147,0.001193
10890,2.178000,inlet,0.000000,0.000000,0.000000,0.000000
10890,2.178000,outlet,7405.402628,0.002798,0.000566,-0.000443
10890,2.178000,mid,7434.283382,0.001830,0.000147,0.001180
10900,2.180000,inlet,7379.815902,0.000245,-0.001605,-0.000656
10900,2.180000,outlet,7405.290180,0.002782,0.000547,-0.000390
10900,2.180000,mid,7434.283382,0.001824,0.000155,0.001152
10910,2.182000,inlet,0.000000,0.000000,0.000000,0.000000
10910,2.182000,outlet,7405.180200,0.002771,0.000550,-0.000398
10910,2.182000,mid,7434.283382,0.001817,0.000141,0.001153
10920,2.184000,inlet,7434.283382,0.000393,-0.001954,-0.000726
10920,2.184000,outlet,7405.071845,0.002756,0.000551,-0.000407
10920,2.184000,mid,7434.283382,0.001810,0.000154,0.001135
10930,2.186000,inlet,0.000000,-0.000136,-0.001478,-0.000466
10930,2.186000,outlet,7404.963646,0.002749,0.000550,-0.000413
10930,2.186000,mid,7434.283382,0.001808,0.000162,0.001121
10940,2.188000,inlet,0.000000,0.000000,0.000000,0.000000
10940,2.188000,outlet,7404.853002,0.002745,0.000564,-0.000455
10940,2.188000,mid,7434.283382,0.001787,0.000142,0.001109
10950,2.190000,inlet,0.000000,0.000162,-0.001635,-0.000564
10950,2.190000,outlet,7404.744297,0.002733,0.000553,-0.000443
10950,2.190000,mid,7434.283382,0.001797,0.000163,0.001093
10960,2.192000,inlet,0.000000,0.000000,0.000000,0.000000
10960,2.192000,outlet,7404.636321,0.002721,0.000552,-0.000441
10960,2.192000,mid,7434.283382,0.001785,0.000156,0.001087
10970,2.194000,inlet,7434.283382,0.000200,-0.001692,-0.000639
10970,2.194000,outlet,7404.535022,0.002702,0.000561,-0.000395
10970,2.194000,mid,7434.283382,0.001773,0.000155,0.001076
10980,2.196000,inlet,0.000000,0.000000,0.000000,0.000000
10980,2.196000,outlet,7404.428727,0.002690,0.000560,-0.000353
10980,2.196000,mid,7434.283382,0.001774,0.000159,0.001085
10990,2.198000,inlet,0.000000,-0.000003,-0.001510,-0.000501
10990,2.198000,outlet,7404.320222,0.002680,0.000567,-0.000423
10990,2.198000,mid,7434.283382,0.001761,0.000159,0.001070
11000,2.200000,inlet,7430.305614,0.000685,-0.001912,-0.000667
11000,2.200000,outlet,7404.209379,0.002662,0.000541,-0.000341
11000,2.200000,mid,7434.283382,0.001748,0.000158,0.001057
11010,2.202000,inlet,0.000000,0.000000,0.000000,0.000000
11010,2.202000,outlet,7404.100314,0.002656,0.000551,-0.000363
11010,2.202000,mid,7434.283382,0.001745,0.000159,0.001043
11020,2.204000,inlet,0.000000,0.000000,0.000000,0.000000
11020,2.204000,outlet,7403.993558,0.002648,0.000535,-0.000384
11020,2.204000,mid,7434.283382,0.001735,0.000159,0.001039
11030,2.206000,inlet,0.000000,-0.000116,-0.001426,-0.000420
11030,2.206000,outlet,7403.886470,0.002640,0.000543,-0.000351
11030,2.206000,mid,7434.283382,0.001727,0.000169,0.001020
11040,2.208000,inlet,0.000000,0.000007,-0.001517,-0.000453
11040,2.208000,outlet,7403.780124,0.002635,0.000547,-0.000429
11040,2.208000,mid,7434.283382,0.001709,0.000142,0.001005
11050,2.210000,inlet,0.000000,0.000000,0.000000,0.000000
11050,2.210000,outlet,7403.674799,0.002627,0.000536,-0.000409
11050,2.210000,mid,7434.283382,0.001706,0.000148,0.000997
11060,2.212000,inlet,4671.272291,0.000345,-0.001724,-0.000602
11060,2.212000,outlet,7403.569324,0.002623,0.000545,-0.000464
11060,2.212000,mid,7434.283382,0.001699,0.000149,0.000992
11070,2.214000,inlet,0.000000,0.000000,0.000000,0.000000
11070,2.214000,outlet,7403.462857,0.002611,0.000525,-0.000437
11070,2.214000,mid,7434.283382,0.001705,0.000167,0.000963
11080,2.216000,inlet,0.000000,0.000000,0.000000,0.000000
11080,2.216000,outlet,7403.357799,0.002600,0.000516,-0.000434
11080,2.216000,mid,7434.283382,0.001692,0.000154,0.000966
11090,2.218000,inlet,0.000000,0.000000,0.000000,0.000000
11090,2.218000,outlet,7403.252957,0.002585,0.000546,-0.000450
11090,2.218000,mid,7434.283382,0.001683,0.000154,0.000958
11100,2.220000,inlet,0.000000,0.000000,0.000000,0.000000
11100,2.220000,outlet,7403.148736,0.002575,0.000540,-0.000411
11100,2.220000,mid,7434.283382,0.001674,0.000148,0.000952
11110,2.222000,inlet,7415.766212,0.000385,-0.001578,-0.000531
11110,2.222000,outlet,7403.044144,0.002564,0.000503,-0.000377
11110,2.222000,mid,7434.283382,0.001667,0.000145,0.000949
11120,2.224000,inlet,0.000000,0.000000,0.000000,0.000000
11120,2.224000,outlet,7402.938851,0.002559,0.000511,-0.000407
11120,2.224000,mid,7434.283382,0.001654,0.000126,0.000926
11130,2.226000,inlet,7434.283382,0.000115,-0.001536,-0.000527
11130,2.226000,outlet,7402.834139,0.002547,0.000512,-0.000411
11130,2.226000,mid,7434.283382,0.001653,0.000144,0.000915
11140,2.228000,inlet,0.000000,0.000000,0.000000,0.000000
11140,2.228000,outlet,7402.729033,0.002541,0.000501,-0.000454
11140,2.228000,mid,7434.283382,0.001644,0.000126,0.000912
11150,2.230000,inlet,0.000000,0.000000,0.000000,0.000000
11150,2.230000,outlet,7402.678330,0.002511,0.000458,-0.000314
11150,2.230000,mid,7434.283382,0.001624,0.000103,0.000887
11160,2.232000,inlet,0.000000,0.000000,0.000000,0.000000
11160,2.232000,outlet,7402.636728,0.002508,0.000459,-0.000368
11160,2.232000,mid,7434.283382,0.001628,0.000111,0.000887
11170,2.234000,inlet,0.000000,0.000000,0.000000,0.000000
11170,2.234000,outlet,7346.992504,0.002500,0.000453,-0.000358
11170,2.234000,mid,7434.283382,0.001625,0.000105,0.000907
11180,2.236000,inlet,0.000000,-0.000091,-0.001418,-0.000400
11180,2.236000,outlet,7402.560401,0.002495,0.000448,-0.000398
11180,2.236000,mid,7434.283382,0.001619,0.000112,0.000894
11190,2.238000,inlet,0.000000,0.000151,-0.001514,-0.000492
11190,2.238000,outlet,7402.529721,0.002486,0.000426,-0.000396
11190,2.238000,mid,7434.283382,0.001621,0.000112,0.000868
11200,2.240000,inlet,0.000000,0.000000,0.000000,0.000000
11200,2.240000,outlet,7402.502603,0.002481,0.000390,-0.000430
11200,2.240000,mid,7434.283382,0.001605,0.000098,0.000881
11210,2.242000,inlet,0.000000,0.000000,0.000000,0.000000
11210,2.242000,outlet,7402.478718,0.002480,0.000341,-0.000463
11210,2.242000,mid,7434.283382,0.001596,0.000094,0.000876
11220,2.244000,inlet,7245.442471,0.000269,-0.001507,-0.000551
11220,2.244000,outlet,7402.461045,0.002466,0.000282,-0.000450
11220,2.244000,mid,7434.283382,0.001589,0.000081,0.000869
11230,2.246000,inlet,0.000000,-0.000114,-0.001656,-0.000478
11230,2.246000,outlet,7402.449062,0.002458,0.000227,-0.000438
11230,2.246000,mid,7434.283382,0.001583,0.000056,0.000856
11240,2.248000,inlet,0.000000,0.000000,0.000000,0.000000
11240,2.248000,outlet,7402.436593,0.002451,0.000199,-0.000462
11240,2.248000,mid,7434.283382,0.001576,0.000050,0.000837
11250,2.250000,inlet,6971.724305,0.000179,-0.001605,-0.000529
11250,2.250000,outlet,7402.429139,0.002447,0.000139,-0.000507
11250,2.250000,mid,7434.283382,0.001569,0.000040,0.000812
11260,2.252000,inlet,0.000000,0.000000,0.000000,0.000000
11260,2.252000,outlet,7402.426331,0.002446,0.000090,-0.000578
11260,2.252000,mid,7434.283382,0.001565,0.000013,0.000803
11270,2.254000,inlet,0.000000,0.000000,0.000000,0.000000
11270,2.254000,outlet,7402.429159,0.002439,0.000017,-0.000580
11270,2.254000,mid,7434.283382,0.001556,-0.000012,0.000790
11280,2.256000,inlet,0.000000,0.000000,0.000000,0.000000
11280,2.256000,outlet,7402.439428,0.002433,-0.000054,-0.000583
11280,2.256000,mid,7434.283382,0.001550,-0.000039,0.000779
11290,2.258000,inlet,0.000000,0.000000,0.000000,0.000000
11290,2.258000,outlet,7402.455817,0.002424,-0.000139,-0.000545
11290,2.258000,mid,7434.283382,0.001544,-0.000056,0.000752
11300,2.260000,inlet,0.000000,0.000000,0.000000,0.000000
11300,2.260000,outlet,7402.484742,0.002423,-0.000206,-0.000579
11300,2.260000,mid,7434.283382,0.001538,-0.000076,0.000729
11310,2.262000,inlet,7250.181669,0.000315,-0.001551,-0.000479
11310,2.262000,outlet,7402.520632,0.002420,-0.000301,-0.000638
11310,2.262000,mid,7434.283382,0.001543,-0.000088,0.000689
11320,2.264000,inlet,0.000000,0.000065,-0.001501,-0.000454
11320,2.264000,outlet,7402.565281,0.002424,-0.000399,-0.000704
11320,2.264000,mid,7434.283382,0.001523,-0.000137,0.000684
11330,2.266000,inlet,0.000000,0.000000,0.000000,0.000000
11330,2.266000,outlet,7402.619664,0.002421,-0.000501,-0.000730
11330,2.266000,mid,7434.283382,0.001520,-0.000169,0.000668
11340,2.268000,inlet,0.000000,-0.000171,-0.001406,-0.000769
11340,2.268000,outlet,7402.690169,0.002417,-0.000549,-0.000713
11340,2.268000,mid,7434.283382,0.001514,-0.000202,0.000645
11350,2.270000,inlet,0.000000,-0.000161,-0.001446,-0.000367
11350,2.270000,outlet,7402.778586,0.002419,-0.000744,-0.000787
11350,2.270000,mid,7434.283382,0.001524,-0.000221,0.000634
11360,2.272000,inlet,0.000000,0.000000,0.000000,0.000000
11360,2.272000,outlet,7402.875784,0.002418,-0.000861,-0.000839
11360,2.272000,mid,7434.283382,0.001510,-0.000272,0.000597
11370,2.274000,inlet,0.000000,0.000070,-0.001449,-0.000398
11370,2.274000,outlet,7402.984780,0.002417,-0.000995,-0.000858
11370,2.274000,mid,7434.283382,0.001501,-0.000325,0.000570
11380,2.276000,inlet,0.000000,0.000000,0.000000,0.000000
11380,2.276000,outlet,7403.110917,0.002423,-0.001146,-0.000930
11380,2.276000,mid,7434.283382,0.001493,-0.000387,0.000550
11390,2.278000,inlet,0.000000,0.000215,-0.001479,-0.000432
11390,2.278000,outlet,7403.250485,0.002426,-0.001331,-0.000969
11390,2.278000,mid,7434.283382,0.001490,-0.000447,0.000528
11400,2.280000,inlet,0.000000,0.000109,-0.001462,-0.000385
11400,2.280000,outlet,7403.418526,0.002417,-0.001508,-0.000925
