step,t,name,p,vx,vy,vz
5400,1.080000,outlet,6740.318737,0.004320,-0.003013,0.002169
5400,1.080000,mid,7430.084648,0.005135,-0.004610,-0.000574
5410,1.082000,inlet,1440.798230,-0.038658,0.009194,0.004290
5410,1.082000,outlet,6739.982777,0.004352,-0.002995,0.002174
5410,1.082000,mid,7430.062049,0.005090,-0.004638,-0.000571
5420,1.084000,inlet,797.789957,0.000310,-0.005383,-0.000618
5420,1.084000,outlet,6739.642419,0.004405,-0.002941,0.002184
5420,1.084000,mid,7430.039198,0.005053,-0.004602,-0.000563
5430,1.086000,inlet,744.489987,-0.040068,0.004536,0.000883
5430,1.086000,outlet,6739.296009,0.004437,-0.002806,0.002179
5430,1.086000,mid,7430.016161,0.005015,-0.004493,-0.000547
5440,1.088000,inlet,4802.684877,0.000580,-0.005337,-0.000635
5440,1.088000,outlet,6738.944761,0.004488,-0.002635,0.002175
5440,1.088000,mid,7429.993073,0.004979,-0.004347,-0.000537
5450,1.090000,inlet,0.563372,0.000060,-0.005065,-0.000629
5450,1.090000,outlet,6738.587649,0.004549,-0.002410,0.002171
5450,1.090000,mid,7429.969996,0.004960,-0.004097,-0.000486
5460,1.092000,inlet,0.000000,-0.000546,-0.004930,-0.000569
5460,1.092000,outlet,6738.223922,0.004619,-0.002129,0.002167
5460,1.092000,mid,7429.946952,0.004934,-0.003796,-0.000477
5470,1.094000,inlet,2100.956660,0.000316,-0.005228,-0.000629
5470,1.094000,outlet,6737.852738,0.004701,-0.001789,0.002165
5470,1.094000,mid,7429.924100,0.004940,-0.003383,-0.000453
5480,1.096000,inlet,0.000000,-0.042413,-0.001591,-0.003912
5480,1.096000,outlet,6737.473266,0.004796,-0.001384,0.002158
5480,1.096000,mid,7429.901572,0.004954,-0.002868,-0.000396
5490,1.098000,inlet,0.000000,0.000028,-0.005265,-0.000521
5490,1.098000,outlet,6737.084850,0.004904,-0.000910,0.002151
5490,1.098000,mid,7429.879475,0.004980,-0.002273,-0.000349
5500,1.100000,inlet,479.739778,0.000152,-0.004930,-0.000655
5500,1.100000,outlet,6736.686564,0.005023,-0.000369,0.002144
5500,1.100000,mid,7429.857899,0.004996,-0.001599,-0.000283
5510,1.102000,inlet,2109.334830,0.000461,-0.005139,-0.000879
5510,1.102000,outlet,6736.279883,0.005131,0.000174,0.002142
5510,1.102000,mid,7429.837109,0.005040,-0.000841,-0.000235
5520,1.104000,inlet,0.000000,-0.002415,-0.003956,-0.000994
5520,1.104000,outlet,6735.870177,0.005223,0.000671,0.002158
5520,1.104000,mid,7429.817586,0.005091,-0.000078,-0.000169
5530,1.106000,inlet,0.000000,0.000127,-0.004725,-0.000781
5530,1.106000,outlet,6735.460798,0.005302,0.001119,0.002191
5530,1.106000,mid,7429.799553,0.005152,0.000656,-0.000125
5540,1.108000,inlet,4799.100246,-0.000934,-0.004587,-0.000864
5540,1.108000,outlet,6735.052762,0.005373,0.001525,0.002240
5540,1.108000,mid,7429.782976,0.005197,0.001329,-0.000050
5550,1.110000,inlet,7415.133788,0.000876,-0.005628,-0.001047
5550,1.110000,outlet,6734.645997,0.005437,0.001894,0.002302
5550,1.110000,mid,7429.767679,0.005260,0.001972,0.000018
5560,1.112000,inlet,7424.518672,0.000490,-0.004844,-0.000737
5560,1.112000,outlet,6734.240032,0.005496,0.002231,0.002377
5560,1.112000,mid,7429.753463,0.005309,0.002549,0.000102
5570,1.114000,inlet,0.000000,-0.000204,-0.004663,-0.000758
5570,1.114000,outlet,6733.834142,0.005553,0.002539,0.002457
5570,1.114000,mid,7429.740068,0.005342,0.003072,0.000232
5580,1.116000,inlet,4390.357663,0.000726,-0.004848,-0.000807
5580,1.116000,outlet,6733.427317,0.005613,0.002827,0.002536
5580,1.116000,mid,7429.727213,0.005393,0.003561,0.000306
5590,1.118000,inlet,0.000000,-0.003547,-0.003333,-0.001149
5590,1.118000,outlet,6733.018621,0.005676,0.003098,0.002608
5590,1.118000,mid,7429.714725,0.005438,0.004015,0.000388
5600,1.120000,inlet,6999.104269,-0.002214,-0.004387,-0.000723
5600,1.120000,outlet,6732.607241,0.005742,0.003354,0.002671
5600,1.120000,mid,7429.702465,0.005493,0.004437,0.000437
5610,1.122000,inlet,0.000000,0.000312,-0.004748,-0.000674
5610,1.122000,outlet,6732.192663,0.005811,0.003594,0.002725
5610,1.122000,mid,7429.690314,0.005540,0.004823,0.000481
5620,1.124000,inlet,0.000000,-0.003922,-0.003265,-0.001118
5620,1.124000,outlet,6731.774491,0.005884,0.003820,0.002769
5620,1.124000,mid,7429.678122,0.005585,0.005179,0.000521
5630,1.126000,inlet,0.000000,0.000056,-0.004734,-0.000873
5630,1.126000,outlet,6731.352373,0.005962,0.004033,0.002802
5630,1.126000,mid,7429.665752,0.005639,0.005515,0.000520
5640,1.128000,inlet,3797.792958,-0.000676,-0.004449,-0.000797
5640,1.128000,outlet,6730.925960,0.006044,0.004236,0.002824
5640,1.128000,mid,7429.698213,0.005693,0.005802,0.000527
5650,1.130000,inlet,0.000000,-0.003843,-0.003086,-0.001251
5650,1.130000,outlet,6730.393676,0.006129,0.004430,0.002832
5650,1.130000,mid,7429.751528,0.005757,0.006024,0.000487
5660,1.132000,inlet,3527.469093,0.000278,-0.004592,-0.000701
5660,1.132000,outlet,6729.850961,0.006221,0.004613,0.002828
5660,1.132000,mid,7429.807038,0.005815,0.006193,0.000450
5670,1.134000,inlet,0.000000,-0.004447,-0.003043,-0.001513
5670,1.134000,outlet,6729.300112,0.006313,0.004757,0.002809
5670,1.134000,mid,7429.865285,0.005865,0.006309,0.000400
5680,1.136000,inlet,0.000000,-0.003515,-0.003362,-0.001083
5680,1.136000,outlet,6728.739488,0.006415,0.004929,0.002771
5680,1.136000,mid,7429.927023,0.005951,0.006396,0.000296
5690,1.138000,inlet,5774.856334,0.000907,-0.004569,-0.000847
5690,1.138000,outlet,6728.176182,0.006514,0.005085,0.002683
5690,1.138000,mid,7429.993442,0.006036,0.006449,0.000163
5700,1.140000,inlet,0.000000,-0.000336,-0.004887,-0.001695
5700,1.140000,outlet,6727.611548,0.006610,0.005224,0.002543
5700,1.140000,mid,7430.065822,0.006127,0.006465,-0.000003
5710,1.142000,inlet,0.000000,-0.045841,-0.003269,-0.004658
5710,1.142000,outlet,6727.046465,0.006704,0.005354,0.002355
5710,1.142000,mid,7430.145726,0.006210,0.006420,-0.000207
5720,1.144000,inlet,0.000000,-0.001639,-0.004383,-0.002268
5720,1.144000,outlet,6726.483103,0.006791,0.005466,0.002142
5720,1.144000,mid,7430.235311,0.006308,0.006340,-0.000463
5730,1.146000,inlet,3964.664839,0.000322,-0.004526,-0.000583
5730,1.146000,outlet,6725.924387,0.006864,0.005545,0.001935
5730,1.146000,mid,7430.336970,0.006403,0.006193,-0.000718
5740,1.148000,inlet,0.000000,-0.004448,-0.003546,-0.001189
5740,1.148000,outlet,6725.372582,0.006925,0.005589,0.001742
5740,1.148000,mid,7430.453795,0.006498,0.005977,-0.000943
5750,1.150000,inlet,6332.117841,-0.000059,-0.004053,-0.000762
5750,1.150000,outlet,6724.828670,0.006976,0.005598,0.001562
5750,1.150000,mid,7430.589831,0.006584,0.005675,-0.001153
5760,1.152000,inlet,2893.845656,-0.000275,-0.004112,-0.000817
5760,1.152000,outlet,6724.292940,0.007018,0.005573,0.001395
5760,1.152000,mid,7430.750238,0.006661,0.005290,-0.001339
5770,1.154000,inlet,0.000000,-0.007809,-0.003007,-0.001326
5770,1.154000,outlet,6723.765423,0.007055,0.005517,0.001240
5770,1.154000,mid,7430.941705,0.006735,0.004837,-0.001494
5780,1.156000,inlet,5640.948304,-0.000185,-0.004288,-0.000985
5780,1.156000,outlet,6723.246072,0.007085,0.005428,0.001096
5780,1.156000,mid,7431.109059,0.006804,0.004290,-0.001625
5790,1.158000,inlet,0.000000,-0.001198,-0.003886,-0.000603
5790,1.158000,outlet,6722.734822,0.007111,0.005309,0.000963
5790,1.158000,mid,7431.065971,0.006854,0.003754,-0.001741
5800,1.160000,inlet,2676.169419,-0.000359,-0.003739,-0.000773
5800,1.160000,outlet,6722.231619,0.007132,0.005158,0.000841
5800,1.160000,mid,7431.027327,0.006917,0.003325,-0.001859
5810,1.162000,inlet,7340.952071,-0.000090,-0.004176,-0.000740
5810,1.162000,outlet,6721.736475,0.007149,0.004984,0.000729
5810,1.162000,mid,7430.993181,0.006966,0.002935,-0.001963
5820,1.164000,inlet,0.000000,-0.006664,-0.003423,-0.001377
5820,1.164000,outlet,6721.249457,0.007162,0.004796,0.000626
5820,1.164000,mid,7430.963413,0.007012,0.002582,-0.002051
5830,1.166000,inlet,4314.415539,0.000165,-0.004087,-0.000845
5830,1.166000,outlet,6722.071510,0.007172,0.004597,0.000532
5830,1.166000,mid,7430.937883,0.007050,0.002240,-0.002136
5840,1.168000,inlet,0.000000,-0.046290,-0.004365,-0.005186
5840,1.168000,outlet,6725.712278,0.007180,0.004389,0.000447
5840,1.168000,mid,7430.916419,0.007088,0.001922,-0.002201
5850,1.170000,inlet,0.000000,0.000114,-0.004191,-0.000747
5850,1.170000,outlet,6729.367352,0.007183,0.004173,0.000375
5850,1.170000,mid,7430.898870,0.007117,0.001615,-0.002259
5860,1.172000,inlet,1624.343519,-0.000014,-0.003902,-0.000783
5860,1.172000,outlet,6733.052957,0.007185,0.003947,0.000319
5860,1.172000,mid,7430.885067,0.007134,0.001316,-0.002306
5870,1.174000,inlet,3177.778040,-0.000624,-0.003956,-0.000812
5870,1.174000,outlet,6736.781361,0.007188,0.003712,0.000275
5870,1.174000,mid,7430.874817,0.007143,0.001025,-0.002322
5880,1.176000,inlet,0.000000,-0.000822,-0.003519,-0.001039
5880,1.176000,outlet,6740.541941,0.007186,0.003477,0.000245
5880,1.176000,mid,7430.868041,0.007173,0.000762,-0.002356
5890,1.178000,inlet,1142.010044,-0.000421,-0.003800,-0.000707
5890,1.178000,outlet,6744.341796,0.007183,0.003242,0.000222
5890,1.178000,mid,7430.864619,0.007181,0.000491,-0.002360
5900,1.180000,inlet,0.000000,-0.009013,-0.003209,-0.001706
5900,1.180000,outlet,6748.182468,0.007177,0.003007,0.000209
5900,1.180000,mid,7430.864377,0.007196,0.000243,-0.002372
5910,1.182000,inlet,3489.417088,0.000632,-0.004172,-0.000934
5910,1.182000,outlet,6754.501646,0.007169,0.002773,0.000203
5910,1.182000,mid,7430.867201,0.007200,-0.000004,-0.002381
5920,1.184000,inlet,0.000000,-0.045966,-0.005050,-0.005536
5920,1.184000,outlet,6762.913066,0.007160,0.002541,0.000205
5920,1.184000,mid,7430.872923,0.007196,-0.000244,-0.002372
5930,1.186000,inlet,1531.135320,0.000040,-0.003830,-0.000896
5930,1.186000,outlet,6771.451579,0.007149,0.002322,0.000223
5930,1.186000,mid,7430.881402,0.007194,-0.000482,-0.002336
5940,1.188000,inlet,3123.626138,-0.000264,-0.003798,-0.001000
5940,1.188000,outlet,6780.147072,0.007139,0.002117,0.000258
5940,1.188000,mid,7430.892454,0.007191,-0.000681,-0.002338
5950,1.190000,inlet,0.000000,-0.046014,-0.004991,-0.005757
5950,1.190000,outlet,6789.008100,0.007128,0.001921,0.000306
5950,1.190000,mid,7430.905994,0.007182,-0.000897,-0.002294
5960,1.192000,inlet,7309.225807,0.000709,-0.004563,-0.001006
5960,1.192000,outlet,6798.041685,0.007116,0.001734,0.000365
5960,1.192000,mid,7430.921915,0.007181,-0.001089,-0.002263
5970,1.194000,inlet,5712.209798,0.000063,-0.003779,-0.000838
5970,1.194000,outlet,6807.254674,0.007104,0.001556,0.000432
5970,1.194000,mid,7430.940032,0.007167,-0.001279,-0.002226
5980,1.196000,inlet,1193.750773,-0.001589,-0.003759,-0.000807
5980,1.196000,outlet,6816.653342,0.007091,0.001385,0.000507
5980,1.196000,mid,7430.960162,0.007130,-0.001478,-0.002173
5990,1.198000,inlet,0.000000,-0.011021,-0.003564,-0.001985
5990,1.198000,outlet,6826.243041,0.007077,0.001221,0.000590
5990,1.198000,mid,7430.982182,0.007135,-0.001633,-0.002116
6000,1.200000,inlet,4006.476724,0.000962,-0.004088,-0.000988
6000,1.200000,outlet,6836.030638,0.007062,0.001065,0.000681
6000,1.200000,mid,7431.005999,0.007124,-0.001795,-0.002049
6010,1.202000,inlet,0.000000,-0.012962,-0.003417,-0.002141
6010,1.202000,outlet,6846.021617,0.007047,0.000915,0.000779
6010,1.202000,mid,7431.031439,0.007096,-0.001954,-0.001974
6020,1.204000,inlet,6054.749154,-0.002070,-0.003526,-0.000982
6020,1.204000,outlet,6856.226564,0.007031,0.000772,0.000882
6020,1.204000,mid,7431.058389,0.007085,-0.002091,-0.001895
6030,1.206000,inlet,0.000000,-0.000934,-0.003652,-0.000995
6030,1.206000,outlet,6866.647482,0.007015,0.000637,0.000995
6030,1.206000,mid,7431.086653,0.007055,-0.002212,-0.001818
6040,1.208000,inlet,0.000000,-0.045174,-0.005786,-0.006141
6040,1.208000,outlet,6877.299665,0.006999,0.000511,0.001107
6040,1.208000,mid,7431.116057,0.007042,-0.002329,-0.001719
6050,1.210000,inlet,2487.231884,0.000525,-0.003734,-0.000894
6050,1.210000,outlet,6888.189602,0.006982,0.000386,0.001225
6050,1.210000,mid,7431.146573,0.007026,-0.002448,-0.001599
6060,1.212000,inlet,57.645458,-0.003275,-0.003358,-0.000973
6060,1.212000,outlet,6899.322809,0.006964,0.000269,0.001349
6060,1.212000,mid,7431.178068,0.006980,-0.002574,-0.001489
6070,1.214000,inlet,0.000000,-0.013565,-0.003646,-0.002461
6070,1.214000,outlet,6910.703143,0.006946,0.000161,0.001476
6070,1.214000,mid,7431.210488,0.006973,-0.002656,-0.001400
6080,1.216000,inlet,6024.407454,0.000282,-0.003576,-0.000996
6080,1.216000,outlet,6922.343349,0.006929,0.000059,0.001605
6080,1.216000,mid,7431.243698,0.006953,-0.002767,-0.001238
6090,1.218000,inlet,0.000000,-0.003031,-0.003639,-0.001313
6090,1.218000,outlet,6931.659595,0.006911,-0.000037,0.001740
6090,1.218000,mid,7431.277581,0.006914,-0.002834,-0.001169
6100,1.220000,inlet,0.000000,-0.002635,-0.003530,-0.001076
6100,1.220000,outlet,6938.213976,0.006891,-0.000126,0.001881
6100,1.220000,mid,7431.312036,0.006897,-0.002894,-0.001058
6110,1.222000,inlet,0.000000,-0.001679,-0.004169,-0.001319
6110,1.222000,outlet,6944.946372,0.006870,-0.000200,0.002014
6110,1.222000,mid,7431.346943,0.006865,-0.002962,-0.000949
6120,1.224000,inlet,0.000000,-0.044390,-0.006212,-0.006609
6120,1.224000,outlet,6951.858529,0.006849,-0.000255,0.002137
6120,1.224000,mid,7431.382228,0.006848,-0.003007,-0.000825
6130,1.226000,inlet,1849.307827,-0.000171,-0.003475,-0.000828
6130,1.226000,outlet,6958.952742,0.006826,-0.000297,0.002255
6130,1.226000,mid,7431.417783,0.006811,-0.003058,-0.000708
6140,1.228000,inlet,0.000000,-0.015413,-0.003816,-0.002831
6140,1.228000,outlet,6966.230658,0.006804,-0.000318,0.002367
6140,1.228000,mid,7431.453486,0.006776,-0.003104,-0.000592
6150,1.230000,inlet,0.000000,-0.015329,-0.003795,-0.002808
6150,1.230000,outlet,6969.351117,0.006780,-0.000343,0.002480
6150,1.230000,mid,7431.489257,0.006753,-0.003116,-0.000484
6160,1.232000,inlet,4398.918528,-0.000221,-0.003275,-0.001098
6160,1.232000,outlet,6969.260153,0.006755,-0.000356,0.002587
6160,1.232000,mid,7431.525012,0.006716,-0.003143,-0.000374
6170,1.234000,inlet,0.000000,-0.043815,-0.006158,-0.006891
6170,1.234000,outlet,6969.174265,0.006729,-0.000373,0.002679
6170,1.234000,mid,7431.560669,0.006680,-0.003167,-0.000254
6180,1.236000,inlet,5779.840194,-0.000322,-0.003322,-0.001058
6180,1.236000,outlet,6969.095159,0.006701,-0.000396,0.002755
6180,1.236000,mid,7431.596182,0.006665,-0.003151,-0.000138
6190,1.238000,inlet,7058.163023,-0.000484,-0.003432,-0.001003
6190,1.238000,outlet,6969.022819,0.006672,-0.000424,0.002820
6190,1.238000,mid,7431.631435,0.006620,-0.003161,-0.000016
6200,1.240000,inlet,0.000000,-0.017298,-0.002059,-0.003483
6200,1.240000,outlet,6968.956899,0.006641,-0.000451,0.002879
6200,1.240000,mid,7431.666401,0.006566,-0.003177,0.000100
6210,1.242000,inlet,0.000000,-0.043292,-0.006387,-0.007158
6210,1.242000,outlet,6968.896656,0.006606,-0.000450,0.002926
6210,1.242000,mid,7431.700774,0.006558,-0.003090,0.000177
6220,1.244000,inlet,6025.491129,-0.000241,-0.003263,-0.000867
6220,1.244000,outlet,6968.844217,0.006568,-0.000436,0.002964
6220,1.244000,mid,7431.734651,0.006521,-0.003027,0.000266
6230,1.246000,inlet,0.000000,-0.043421,-0.006285,-0.007341
6230,1.246000,outlet,6968.796615,0.006536,-0.000459,0.003000
6230,1.246000,mid,7431.767898,0.006486,-0.003011,0.000364
6240,1.248000,inlet,6822.136420,-0.000025,-0.004091,-0.001173
6240,1.248000,outlet,6971.307763,0.006505,-0.000484,0.003033
6240,1.248000,mid,7431.800612,0.006462,-0.002983,0.000456
6250,1.250000,inlet,658.882398,-0.000568,-0.003276,-0.000826
6250,1.250000,outlet,6973.831404,0.006472,-0.000507,0.003061
6250,1.250000,mid,7431.832819,0.006418,-0.002969,0.000521
6260,1.252000,inlet,7261.432894,-0.000090,-0.003769,-0.001044
6260,1.252000,outlet,6976.357887,0.006439,-0.000528,0.003084
6260,1.252000,mid,7431.864524,0.006385,-0.002940,0.000602
6270,1.254000,inlet,0.000000,-0.017993,-0.003784,-0.003439
6270,1.254000,outlet,6978.886380,0.006405,-0.000547,0.003103
6270,1.254000,mid,7431.895704,0.006334,-0.002925,0.000664
6280,1.256000,inlet,6074.767496,-0.003019,-0.003222,-0.001291
6280,1.256000,outlet,6981.416330,0.006370,-0.000565,0.003119
6280,1.256000,mid,7431.926366,0.006312,-0.002883,0.000736
6290,1.258000,inlet,3620.826347,0.000013,-0.003358,-0.001009
6290,1.258000,outlet,6983.947276,0.006335,-0.000582,0.003130
6290,1.258000,mid,7431.956475,0.006266,-0.002864,0.000796
6300,1.260000,inlet,6130.887171,-0.002647,-0.003706,-0.001373
6300,1.260000,outlet,6986.481848,0.006300,-0.000597,0.003142
6300,1.260000,mid,7431.986016,0.006221,-0.002837,0.000856
6310,1.262000,inlet,3022.303335,-0.000493,-0.003092,-0.000970
6310,1.262000,outlet,6989.034034,0.006270,-0.000628,0.003146
6310,1.262000,mid,7432.014874,0.006199,-0.002762,0.000922
6320,1.264000,inlet,0.000000,-0.038986,-0.006105,-0.007125
6320,1.264000,outlet,6991.573355,0.006233,-0.000629,0.003147
6320,1.264000,mid,7432.043080,0.006152,-0.002743,0.000958
6330,1.266000,inlet,0.000000,-0.020341,-0.003434,-0.004273
6330,1.266000,outlet,6994.110492,0.006201,-0.000601,0.003146
6330,1.266000,mid,7432.070758,0.006126,-0.002701,0.000999
6340,1.268000,inlet,5682.156176,-0.004273,-0.003347,-0.001494
6340,1.268000,outlet,6996.643499,0.006158,-0.000629,0.003163
6340,1.268000,mid,7432.097875,0.006078,-0.002669,0.001042
6350,1.270000,inlet,5101.050858,-0.000429,-0.003299,-0.001061
6350,1.270000,outlet,6999.173137,0.006122,-0.000638,0.003161
6350,1.270000,mid,7432.124405,0.006025,-0.002646,0.001078
6360,1.272000,inlet,0.000000,-0.004065,-0.003174,-0.001524
6360,1.272000,outlet,7001.702562,0.006085,-0.000645,0.003152
6360,1.272000,mid,7432.150336,0.005992,-0.002633,0.001164
6370,1.274000,inlet,0.000000,-0.003505,-0.003156,-0.001498
6370,1.274000,outlet,7004.233975,0.006049,-0.000654,0.003144
6370,1.274000,mid,7432.175751,0.005955,-0.002577,0.001160
6380,1.276000,inlet,0.000000,-0.040856,-0.005923,-0.008061
6380,1.276000,outlet,7006.761564,0.006014,-0.000672,0.003137
6380,1.276000,mid,7432.200668,0.005910,-0.002547,0.001170
6390,1.278000,inlet,0.000000,-0.041341,-0.006795,-0.008160
6390,1.278000,outlet,7009.286222,0.005979,-0.000672,0.003121
6390,1.278000,mid,7432.225072,0.005885,-0.002495,0.001192
6400,1.280000,inlet,0.000000,-0.003897,-0.003268,-0.001547
6400,1.280000,outlet,7011.808542,0.005943,-0.000673,0.003105
6400,1.280000,mid,7432.249479,0.005851,-0.002496,0.001223
6410,1.282000,inlet,2801.163073,-0.000303,-0.003189,-0.001218
6410,1.282000,outlet,7014.327785,0.005907,-0.000674,0.003086
6410,1.282000,mid,7432.273445,0.005791,-0.002447,0.001165
6420,1.284000,inlet,0.000000,-0.020379,-0.004762,-0.004571
6420,1.284000,outlet,7016.843772,0.005870,-0.000674,0.003065
6420,1.284000,mid,7432.296844,0.005765,-0.002396,0.001152
6430,1.286000,inlet,5151.486316,0.000461,-0.003169,-0.001062
6430,1.286000,outlet,7019.356383,0.005835,-0.000674,0.003041
6430,1.286000,mid,7432.319676,0.005717,-0.002365,0.001121
6440,1.288000,inlet,0.000000,-0.040445,-0.006460,-0.008595
6440,1.288000,outlet,7021.865398,0.005799,-0.000674,0.003015
6440,1.288000,mid,7432.341921,0.005681,-0.002331,0.001102
6450,1.290000,inlet,0.000000,-0.040462,-0.006787,-0.008600
6450,1.290000,outlet,7024.370649,0.005764,-0.000673,0.002986
6450,1.290000,mid,7432.363601,0.005653,-0.002278,0.001066
6460,1.292000,inlet,2250.274822,-0.014108,-0.004221,-0.003539
6460,1.292000,outlet,7026.871771,0.005728,-0.000671,0.002954
6460,1.292000,mid,7432.384740,0.005624,-0.002231,0.001011
6470,1.294000,inlet,3823.063626,-0.001344,-0.002684,-0.001502
6470,1.294000,outlet,7029.368453,0.005693,-0.000669,0.002919
6470,1.294000,mid,7432.405317,0.005561,-0.002219,0.000944
6480,1.296000,inlet,0.000000,-0.040158,-0.006633,-0.008817
6480,1.296000,outlet,7031.863148,0.005661,-0.000669,0.002879
6480,1.296000,mid,7432.425342,0.005539,-0.002172,0.000890
6490,1.298000,inlet,0.000000,-0.037969,-0.006582,-0.008448
6490,1.298000,outlet,7034.353426,0.005626,-0.000666,0.002839
6490,1.298000,mid,7432.444844,0.005509,-0.002127,0.000833
6500,1.300000,inlet,15.484081,-0.002562,-0.002668,-0.001086
6500,1.300000,outlet,7036.836955,0.005591,-0.000662,0.002795
6500,1.300000,mid,7432.463812,0.005436,-0.002132,0.000773
6510,1.302000,inlet,0.000000,-0.023599,-0.004245,-0.006355
6510,1.302000,outlet,7039.314972,0.005557,-0.000657,0.002750
6510,1.302000,mid,7432.482279,0.005427,-0.002074,0.000698
6520,1.304000,inlet,0.000000,-0.039310,-0.006727,-0.009007
6520,1.304000,outlet,7041.787601,0.005523,-0.000653,0.002702
6520,1.304000,mid,7432.500271,0.005401,-0.002026,0.000613
6530,1.306000,inlet,0.000000,-0.039209,-0.006726,-0.009083
6530,1.306000,outlet,7044.253132,0.005489,-0.000650,0.002653
6530,1.306000,mid,7432.517768,0.005366,-0.001987,0.000519
6540,1.308000,inlet,0.000000,-0.001644,-0.002955,-0.001312
